id_obligor,rating,pd,default
OB09344,B1,0.035,0
OB13157,B3,0.1,0
OB04392,A3,0.02,0
OB12829,B2,0.06,0
OB13085,B3,0.1,1
OB00486,A1,0.005,0
OB06546,A3,0.02,0
OB07414,B1,0.035,0
OB08929,B1,0.035,0
OB12779,B2,0.06,0
OB14317,B3,0.1,0
OB07719,B1,0.035,0
OB03879,A2,0.01,0
OB09946,B1,0.035,0
OB13348,B3,0.1,0
OB10125,B1,0.035,0
OB04628,A3,0.02,0
OB05676,A3,0.02,0
OB12283,B2,0.06,0
OB03336,A2,0.01,0
OB12692,B2,0.06,0
OB16172,C3,0.38,1
OB15457,C2,0.25,0
OB06599,A3,0.02,0
OB14441,B3,0.1,0
OB06243,A3,0.02,0
OB02050,A2,0.01,0
OB02090,A2,0.01,0
OB01952,A2,0.01,0
OB02720,A2,0.01,0
OB10895,B2,0.06,0
OB01557,A1,0.005,0
OB03683,A2,0.01,0
OB13570,B3,0.1,0
OB09574,B1,0.035,0
OB04216,A3,0.02,0
OB15687,C2,0.25,0
OB03509,A2,0.01,0
OB07011,A3,0.02,0
OB13384,B3,0.1,0
OB08734,B1,0.035,0
OB06666,A3,0.02,0
OB06463,A3,0.02,0
OB03186,A2,0.01,0
OB00227,A1,0.005,0
OB03477,A2,0.01,0
OB10587,B2,0.06,0
OB03266,A2,0.01,0
OB02285,A2,0.01,0
OB10801,B2,0.06,0
OB08081,B1,0.035,0
OB06709,A3,0.02,0
OB11952,B2,0.06,0
OB13962,B3,0.1,1
OB02722,A2,0.01,0
OB01029,A1,0.005,0
OB04962,A3,0.02,0
OB03319,A2,0.01,0
OB04590,A3,0.02,0
OB12321,B2,0.06,0
OB10522,B2,0.06,0
OB13783,B3,0.1,0
OB13600,B3,0.1,0
OB04285,A3,0.02,0
OB08809,B1,0.035,0
OB08478,B1,0.035,0
OB02409,A2,0.01,0
OB08892,B1,0.035,0
OB11987,B2,0.06,0
OB09938,B1,0.035,0
OB03916,A2,0.01,0
OB10966,B2,0.06,0
OB01649,A1,0.005,0
OB07680,B1,0.035,0
OB05124,A3,0.02,0
OB00773,A1,0.005,0
OB07473,B1,0.035,0
OB13755,B3,0.1,0
OB15561,C2,0.25,0
OB00985,A1,0.005,0
OB04683,A3,0.02,0
OB11159,B2,0.06,0
OB01761,A1,0.005,0
OB15606,C2,0.25,1
OB14791,C1,0.16,1
OB03552,A2,0.01,0
OB03109,A2,0.01,0
OB03198,A2,0.01,0
OB02736,A2,0.01,0
OB00121,A1,0.005,0
OB15380,C1,0.16,0
OB11135,B2,0.06,1
OB13952,B3,0.1,0
OB03385,A2,0.01,0
OB05215,A3,0.02,0
OB07285,B1,0.035,0
OB09047,B1,0.035,0
OB05884,A3,0.02,0
OB01499,A1,0.005,0
OB08932,B1,0.035,0
OB03220,A2,0.01,0
OB12273,B2,0.06,0
OB08642,B1,0.035,0
OB05716,A3,0.02,0
OB14584,C1,0.16,0
OB04801,A3,0.02,0
OB09322,B1,0.035,0
OB07312,B1,0.035,0
OB14858,C1,0.16,0
OB02143,A2,0.01,0
OB03841,A2,0.01,0
OB15565,C2,0.25,1
OB11658,B2,0.06,0
OB15034,C1,0.16,0
OB13595,B3,0.1,0
OB00123,A1,0.005,0
OB10957,B2,0.06,0
OB13581,B3,0.1,0
OB01720,A1,0.005,0
OB01231,A1,0.005,0
OB11937,B2,0.06,1
OB01607,A1,0.005,0
OB02240,A2,0.01,0
OB11520,B2,0.06,0
OB13427,B3,0.1,0
OB02547,A2,0.01,0
OB02032,A2,0.01,0
OB02359,A2,0.01,0
OB05109,A3,0.02,0
OB15844,C2,0.25,0
OB01358,A1,0.005,0
OB16031,C3,0.38,0
OB07588,B1,0.035,0
OB15490,C2,0.25,0
OB05621,A3,0.02,0
OB11837,B2,0.06,0
OB03127,A2,0.01,0
OB14660,C1,0.16,0
OB11376,B2,0.06,0
OB02719,A2,0.01,0
OB00661,A1,0.005,0
OB04101,A2,0.01,0
OB09961,B1,0.035,0
OB07526,B1,0.035,0
OB09585,B1,0.035,0
OB03728,A2,0.01,0
OB03689,A2,0.01,0
OB01310,A1,0.005,0
OB14601,C1,0.16,1
OB02327,A2,0.01,0
OB15832,C2,0.25,1
OB02462,A2,0.01,0
OB13007,B3,0.1,0
OB10217,B1,0.035,0
OB10374,B1,0.035,0
OB00983,A1,0.005,0
OB02339,A2,0.01,0
OB10664,B2,0.06,0
OB09944,B1,0.035,0
OB06786,A3,0.02,0
OB15795,C2,0.25,1
OB08638,B1,0.035,0
OB11842,B2,0.06,0
OB02890,A2,0.01,0
OB12663,B2,0.06,0
OB09669,B1,0.035,0
OB05863,A3,0.02,0
OB07579,B1,0.035,0
OB03851,A2,0.01,0
OB07521,B1,0.035,0
OB04657,A3,0.02,0
OB00002,A1,0.005,0
OB08867,B1,0.035,0
OB00055,A1,0.005,0
OB09316,B1,0.035,0
OB07991,B1,0.035,0
OB02502,A2,0.01,0
OB01087,A1,0.005,0
OB06809,A3,0.02,0
OB03840,A2,0.01,0
OB05631,A3,0.02,0
OB08178,B1,0.035,0
OB10212,B1,0.035,0
OB10879,B2,0.06,0
OB12638,B2,0.06,0
OB01628,A1,0.005,0
OB05877,A3,0.02,0
OB12812,B2,0.06,0
OB04936,A3,0.02,0
OB00904,A1,0.005,0
OB10547,B2,0.06,0
OB07033,A3,0.02,0
OB01462,A1,0.005,0
OB02403,A2,0.01,0
OB16018,C3,0.38,0
OB15125,C1,0.16,0
OB11831,B2,0.06,0
OB15814,C2,0.25,0
OB06702,A3,0.02,0
OB03905,A2,0.01,0
OB11722,B2,0.06,0
OB14324,B3,0.1,0
OB01777,A1,0.005,0
OB11853,B2,0.06,0
OB02346,A2,0.01,0
OB07683,B1,0.035,0
OB00594,A1,0.005,0
OB03122,A2,0.01,0
OB02696,A2,0.01,0
OB14114,B3,0.1,0
OB04314,A3,0.02,0
OB11455,B2,0.06,0
OB05564,A3,0.02,0
OB13013,B3,0.1,0
OB13249,B3,0.1,0
OB05524,A3,0.02,0
OB01919,A2,0.01,0
OB00539,A1,0.005,0
OB01432,A1,0.005,0
OB03205,A2,0.01,0
OB08468,B1,0.035,0
OB11686,B2,0.06,0
OB01702,A1,0.005,0
OB13243,B3,0.1,0
OB09610,B1,0.035,0
OB01565,A1,0.005,0
OB09430,B1,0.035,0
OB06453,A3,0.02,0
OB00455,A1,0.005,0
OB04918,A3,0.02,0
OB06667,A3,0.02,0
OB04858,A3,0.02,0
OB10352,B1,0.035,1
OB05809,A3,0.02,0
OB06326,A3,0.02,0
OB02229,A2,0.01,0
OB07896,B1,0.035,0
OB09234,B1,0.035,0
OB10627,B2,0.06,0
OB10077,B1,0.035,0
OB10114,B1,0.035,0
OB01288,A1,0.005,0
OB14259,B3,0.1,0
OB00463,A1,0.005,0
OB01172,A1,0.005,0
OB05438,A3,0.02,0
OB15016,C1,0.16,0
OB15408,C2,0.25,1
OB05398,A3,0.02,0
OB06626,A3,0.02,0
OB06507,A3,0.02,0
OB16183,C3,0.38,0
OB04898,A3,0.02,0
OB13849,B3,0.1,0
OB05506,A3,0.02,0
OB15916,C3,0.38,0
OB13090,B3,0.1,0
OB11598,B2,0.06,0
OB14176,B3,0.1,1
OB07883,B1,0.035,0
OB12981,B2,0.06,0
OB15892,C2,0.25,0
OB07053,A3,0.02,0
OB07179,A3,0.02,0
OB12762,B2,0.06,0
OB01972,A2,0.01,0
OB10626,B2,0.06,0
OB09551,B1,0.035,1
OB01703,A1,0.005,0
OB05747,A3,0.02,0
OB06160,A3,0.02,0
OB00966,A1,0.005,0
OB10488,B2,0.06,1
OB02109,A2,0.01,0
OB05982,A3,0.02,0
OB03772,A2,0.01,0
OB05298,A3,0.02,0
OB04382,A3,0.02,0
OB15984,C3,0.38,0
OB05949,A3,0.02,0
OB09266,B1,0.035,1
OB04201,A3,0.02,0
OB07133,A3,0.02,0
OB05141,A3,0.02,0
OB09035,B1,0.035,0
OB12660,B2,0.06,0
OB07054,A3,0.02,0
OB09672,B1,0.035,0
OB09435,B1,0.035,1
OB07514,B1,0.035,0
OB01041,A1,0.005,0
OB04986,A3,0.02,0
OB00140,A1,0.005,0
OB04418,A3,0.02,0
OB06103,A3,0.02,0
OB15725,C2,0.25,1
OB16001,C3,0.38,1
OB13024,B3,0.1,0
OB09194,B1,0.035,0
OB01818,A2,0.01,0
OB01076,A1,0.005,0
OB03760,A2,0.01,0
OB00146,A1,0.005,0
OB13491,B3,0.1,0
OB08862,B1,0.035,0
OB06878,A3,0.02,0
OB02756,A2,0.01,0
OB00518,A1,0.005,0
OB09061,B1,0.035,0
OB14072,B3,0.1,0
OB09264,B1,0.035,0
OB15431,C2,0.25,0
OB13254,B3,0.1,0
OB07710,B1,0.035,0
OB10928,B2,0.06,0
OB07093,A3,0.02,0
OB13900,B3,0.1,0
OB14087,B3,0.1,0
OB12156,B2,0.06,0
OB04459,A3,0.02,0
OB13607,B3,0.1,0
OB14422,B3,0.1,0
OB08466,B1,0.035,0
OB15135,C1,0.16,0
OB02167,A2,0.01,0
OB07865,B1,0.035,1
OB11846,B2,0.06,0
OB14494,B3,0.1,0
OB06458,A3,0.02,0
OB12818,B2,0.06,0
OB02084,A2,0.01,0
OB04003,A2,0.01,0
OB01920,A2,0.01,0
OB09056,B1,0.035,0
OB15085,C1,0.16,0
OB15860,C2,0.25,0
OB11678,B2,0.06,0
OB10468,B2,0.06,0
OB12898,B2,0.06,0
OB14459,B3,0.1,0
OB11766,B2,0.06,0
OB14353,B3,0.1,0
OB09401,B1,0.035,0
OB00466,A1,0.005,0
OB10160,B1,0.035,0
OB02471,A2,0.01,0
OB15503,C2,0.25,0
OB14995,C1,0.16,0
OB04508,A3,0.02,0
OB13391,B3,0.1,0
OB08649,B1,0.035,0
OB12688,B2,0.06,0
OB09670,B1,0.035,0
OB02887,A2,0.01,0
OB06764,A3,0.02,0
OB12547,B2,0.06,0
OB05430,A3,0.02,0
OB12421,B2,0.06,0
OB04888,A3,0.02,0
OB01830,A2,0.01,0
OB08510,B1,0.035,0
OB07100,A3,0.02,0
OB07023,A3,0.02,0
OB04522,A3,0.02,0
OB09151,B1,0.035,0
OB14499,B3,0.1,0
OB02521,A2,0.01,0
OB07663,B1,0.035,0
OB15401,C2,0.25,0
OB02175,A2,0.01,0
OB02108,A2,0.01,0
OB08114,B1,0.035,0
OB07417,B1,0.035,0
OB00158,A1,0.005,0
OB05798,A3,0.02,0
OB09380,B1,0.035,0
OB00362,A1,0.005,0
OB06337,A3,0.02,0
OB05514,A3,0.02,1
OB09816,B1,0.035,1
OB02530,A2,0.01,0
OB09346,B1,0.035,0
OB09455,B1,0.035,0
OB02816,A2,0.01,0
OB16022,C3,0.38,1
OB13095,B3,0.1,1
OB14020,B3,0.1,0
OB09932,B1,0.035,0
OB09634,B1,0.035,0
OB07685,B1,0.035,0
OB01067,A1,0.005,0
OB00327,A1,0.005,0
OB13467,B3,0.1,0
OB15972,C3,0.38,0
OB13393,B3,0.1,0
OB05981,A3,0.02,0
OB04069,A2,0.01,0
OB09728,B1,0.035,0
OB10445,B2,0.06,0
OB05927,A3,0.02,0
OB05319,A3,0.02,0
OB15028,C1,0.16,0
OB07784,B1,0.035,0
OB03511,A2,0.01,0
OB00253,A1,0.005,0
OB07602,B1,0.035,0
OB04045,A2,0.01,0
OB05104,A3,0.02,0
OB12806,B2,0.06,0
OB04852,A3,0.02,0
OB01551,A1,0.005,0
OB10486,B2,0.06,0
OB04198,A2,0.01,0
OB03976,A2,0.01,0
OB07757,B1,0.035,0
OB09011,B1,0.035,0
OB16024,C3,0.38,1
OB03053,A2,0.01,0
OB16040,C3,0.38,0
OB12514,B2,0.06,0
OB03207,A2,0.01,0
OB08898,B1,0.035,0
OB05924,A3,0.02,0
OB14518,C1,0.16,0
OB04638,A3,0.02,0
OB06347,A3,0.02,0
OB10484,B2,0.06,0
OB07348,B1,0.035,0
OB08907,B1,0.035,0
OB09766,B1,0.035,0
OB02704,A2,0.01,0
OB09253,B1,0.035,0
OB05077,A3,0.02,0
OB13429,B3,0.1,0
OB05479,A3,0.02,0
OB07071,A3,0.02,0
OB05929,A3,0.02,0
OB09549,B1,0.035,0
OB12699,B2,0.06,1
OB00544,A1,0.005,0
OB01587,A1,0.005,0
OB02962,A2,0.01,0
OB13674,B3,0.1,0
OB13297,B3,0.1,0
OB03247,A2,0.01,0
OB04946,A3,0.02,0
OB04325,A3,0.02,0
OB00417,A1,0.005,0
OB13274,B3,0.1,0
OB11510,B2,0.06,0
OB12577,B2,0.06,1
OB05833,A3,0.02,0
OB06697,A3,0.02,0
OB09927,B1,0.035,0
OB06600,A3,0.02,0
OB11880,B2,0.06,0
OB14745,C1,0.16,0
OB13654,B3,0.1,0
OB07565,B1,0.035,0
OB08042,B1,0.035,0
OB07794,B1,0.035,0
OB12049,B2,0.06,0
OB12134,B2,0.06,0
OB12451,B2,0.06,0
OB00851,A1,0.005,0
OB08049,B1,0.035,0
OB12105,B2,0.06,0
OB13969,B3,0.1,0
OB04821,A3,0.02,0
OB08559,B1,0.035,0
OB11746,B2,0.06,0
OB06567,A3,0.02,0
OB05930,A3,0.02,0
OB13430,B3,0.1,0
OB08381,B1,0.035,0
OB02342,A2,0.01,0
OB06847,A3,0.02,0
OB14112,B3,0.1,0
OB00347,A1,0.005,0
OB14493,B3,0.1,0
OB10090,B1,0.035,0
OB06734,A3,0.02,0
OB00638,A1,0.005,0
OB06517,A3,0.02,0
OB00928,A1,0.005,0
OB00196,A1,0.005,0
OB11534,B2,0.06,0
OB09263,B1,0.035,0
OB08593,B1,0.035,0
OB11926,B2,0.06,0
OB13763,B3,0.1,1
OB06823,A3,0.02,0
OB04639,A3,0.02,0
OB01348,A1,0.005,0
OB01752,A1,0.005,0
OB15279,C1,0.16,0
OB08287,B1,0.035,0
OB10949,B2,0.06,0
OB08665,B1,0.035,0
OB06711,A3,0.02,0
OB01317,A1,0.005,0
OB13799,B3,0.1,0
OB02850,A2,0.01,0
OB15301,C1,0.16,0
OB04453,A3,0.02,0
OB09725,B1,0.035,0
OB15781,C2,0.25,0
OB10945,B2,0.06,0
OB14182,B3,0.1,0
OB14382,B3,0.1,0
OB12718,B2,0.06,0
OB03860,A2,0.01,0
OB09154,B1,0.035,0
OB10128,B1,0.035,0
OB12798,B2,0.06,0
OB13329,B3,0.1,0
OB15950,C3,0.38,1
OB11748,B2,0.06,0
OB09525,B1,0.035,0
OB04193,A2,0.01,0
OB13603,B3,0.1,0
OB12311,B2,0.06,0
OB06903,A3,0.02,0
OB10892,B2,0.06,0
OB13511,B3,0.1,0
OB03941,A2,0.01,0
OB11934,B2,0.06,0
OB08663,B1,0.035,0
OB14764,C1,0.16,0
OB02380,A2,0.01,0
OB01578,A1,0.005,0
OB01249,A1,0.005,0
OB11316,B2,0.06,0
OB15900,C2,0.25,0
OB13533,B3,0.1,0
OB04347,A3,0.02,0
OB08341,B1,0.035,0
OB03731,A2,0.01,0
OB02906,A2,0.01,0
OB01710,A1,0.005,0
OB13475,B3,0.1,0
OB10849,B2,0.06,0
OB10854,B2,0.06,0
OB09355,B1,0.035,1
OB15762,C2,0.25,0
OB01395,A1,0.005,0
OB07646,B1,0.035,0
OB06261,A3,0.02,0
OB11247,B2,0.06,0
OB00728,A1,0.005,0
OB12401,B2,0.06,0
OB08569,B1,0.035,0
OB07706,B1,0.035,0
OB07946,B1,0.035,0
OB06761,A3,0.02,0
OB06276,A3,0.02,0
OB04096,A2,0.01,0
OB09491,B1,0.035,0
OB00088,A1,0.005,0
OB00547,A1,0.005,0
OB07318,B1,0.035,0
OB06186,A3,0.02,0
OB04607,A3,0.02,1
OB05548,A3,0.02,0
OB11475,B2,0.06,0
OB15981,C3,0.38,0
OB05144,A3,0.02,0
OB01112,A1,0.005,0
OB05337,A3,0.02,0
OB04169,A2,0.01,0
OB12846,B2,0.06,0
OB01262,A1,0.005,0
OB01693,A1,0.005,0
OB06435,A3,0.02,0
OB03376,A2,0.01,0
OB10422,B2,0.06,0
OB02590,A2,0.01,0
OB03660,A2,0.01,0
OB11242,B2,0.06,0
OB12209,B2,0.06,1
OB03551,A2,0.01,0
OB00699,A1,0.005,0
OB13779,B3,0.1,0
OB02735,A2,0.01,0
OB13996,B3,0.1,0
OB14903,C1,0.16,0
OB09420,B1,0.035,0
OB03888,A2,0.01,0
OB04535,A3,0.02,0
OB02969,A2,0.01,0
OB04429,A3,0.02,0
OB04499,A3,0.02,0
OB13138,B3,0.1,0
OB12113,B2,0.06,0
OB02915,A2,0.01,0
OB11032,B2,0.06,0
OB09807,B1,0.035,0
OB13202,B3,0.1,0
OB12427,B2,0.06,0
OB06313,A3,0.02,0
OB10456,B2,0.06,0
OB14909,C1,0.16,0
OB13452,B3,0.1,0
OB01580,A1,0.005,0
OB08731,B1,0.035,0
OB08470,B1,0.035,0
OB01017,A1,0.005,0
OB04165,A2,0.01,0
OB06249,A3,0.02,0
OB03286,A2,0.01,0
OB07392,B1,0.035,0
OB02389,A2,0.01,0
OB12627,B2,0.06,0
OB04790,A3,0.02,1
OB12640,B2,0.06,0
OB14732,C1,0.16,1
OB08079,B1,0.035,0
OB04849,A3,0.02,0
OB13298,B3,0.1,0
OB06168,A3,0.02,0
OB00127,A1,0.005,0
OB02257,A2,0.01,0
OB03041,A2,0.01,0
OB11359,B2,0.06,0
OB12782,B2,0.06,0
OB14065,B3,0.1,0
OB12383,B2,0.06,0
OB15098,C1,0.16,0
OB03226,A2,0.01,0
OB14996,C1,0.16,0
OB00286,A1,0.005,0
OB08507,B1,0.035,0
OB03328,A2,0.01,0
OB01722,A1,0.005,0
OB04555,A3,0.02,0
OB00681,A1,0.005,0
OB00978,A1,0.005,0
OB05933,A3,0.02,0
OB07955,B1,0.035,1
OB15466,C2,0.25,0
OB02724,A2,0.01,0
OB10595,B2,0.06,0
OB11404,B2,0.06,0
OB03884,A2,0.01,0
OB04155,A2,0.01,0
OB01682,A1,0.005,0
OB12729,B2,0.06,0
OB06994,A3,0.02,0
OB00780,A1,0.005,0
OB02426,A2,0.01,0
OB09490,B1,0.035,0
OB06906,A3,0.02,0
OB05423,A3,0.02,0
OB09500,B1,0.035,0
OB02635,A2,0.01,0
OB13745,B3,0.1,0
OB04552,A3,0.02,0
OB02479,A2,0.01,0
OB07868,B1,0.035,0
OB00608,A1,0.005,0
OB00717,A1,0.005,0
OB08557,B1,0.035,0
OB13218,B3,0.1,1
OB10932,B2,0.06,0
OB10870,B2,0.06,0
OB13063,B3,0.1,0
OB05447,A3,0.02,0
OB02068,A2,0.01,0
OB07736,B1,0.035,0
OB15319,C1,0.16,1
OB09112,B1,0.035,0
OB01356,A1,0.005,0
OB04967,A3,0.02,0
OB04035,A2,0.01,0
OB01419,A1,0.005,0
OB06638,A3,0.02,0
OB09598,B1,0.035,0
OB09848,B1,0.035,0
OB13627,B3,0.1,0
OB16185,C3,0.38,0
OB01795,A1,0.005,0
OB07398,B1,0.035,0
OB04557,A3,0.02,0
OB11435,B2,0.06,0
OB02539,A2,0.01,0
OB12920,B2,0.06,0
OB01504,A1,0.005,0
OB10790,B2,0.06,0
OB06689,A3,0.02,0
OB05439,A3,0.02,0
OB04817,A3,0.02,0
OB09281,B1,0.035,0
OB02441,A2,0.01,0
OB02492,A2,0.01,0
OB08140,B1,0.035,0
OB14775,C1,0.16,0
OB06981,A3,0.02,0
OB11744,B2,0.06,0
OB07452,B1,0.035,0
OB15653,C2,0.25,0
OB00979,A1,0.005,0
OB05353,A3,0.02,0
OB01555,A1,0.005,0
OB09668,B1,0.035,0
OB09584,B1,0.035,0
OB00662,A1,0.005,0
OB01233,A1,0.005,0
OB14097,B3,0.1,0
OB04558,A3,0.02,0
OB01785,A1,0.005,0
OB14965,C1,0.16,0
OB02163,A2,0.01,0
OB11420,B2,0.06,0
OB04342,A3,0.02,0
OB02501,A2,0.01,0
OB01010,A1,0.005,0
OB14054,B3,0.1,0
OB09511,B1,0.035,0
OB07533,B1,0.035,0
OB06944,A3,0.02,0
OB00731,A1,0.005,0
OB10088,B1,0.035,0
OB10147,B1,0.035,0
OB02069,A2,0.01,0
OB14860,C1,0.16,0
OB11656,B2,0.06,0
OB05495,A3,0.02,0
OB01939,A2,0.01,0
OB00004,A1,0.005,0
OB14823,C1,0.16,0
OB07328,B1,0.035,0
OB09733,B1,0.035,0
OB13859,B3,0.1,0
OB10129,B1,0.035,0
OB07483,B1,0.035,0
OB12738,B2,0.06,0
OB04033,A2,0.01,0
OB05059,A3,0.02,0
OB04403,A3,0.02,0
OB04795,A3,0.02,0
OB04718,A3,0.02,0
OB12360,B2,0.06,0
OB12689,B2,0.06,0
OB07227,B1,0.035,0
OB06115,A3,0.02,1
OB13517,B3,0.1,0
OB00195,A1,0.005,0
OB06768,A3,0.02,0
OB07532,B1,0.035,0
OB02515,A2,0.01,0
OB03554,A2,0.01,0
OB07802,B1,0.035,0
OB11273,B2,0.06,0
OB00423,A1,0.005,0
OB13933,B3,0.1,0
OB01096,A1,0.005,0
OB02310,A2,0.01,0
OB11240,B2,0.06,0
OB07360,B1,0.035,0
OB08444,B1,0.035,0
OB14465,B3,0.1,0
OB05513,A3,0.02,0
OB11911,B2,0.06,0
OB02044,A2,0.01,0
OB04449,A3,0.02,0
OB04268,A3,0.02,0
OB05554,A3,0.02,0
OB10063,B1,0.035,0
OB02335,A2,0.01,0
OB05796,A3,0.02,0
OB09891,B1,0.035,0
OB00280,A1,0.005,0
OB01212,A1,0.005,0
OB12058,B2,0.06,0
OB16196,C3,0.38,0
OB05140,A3,0.02,0
OB07475,B1,0.035,0
OB05449,A3,0.02,0
OB13333,B3,0.1,1
OB01028,A1,0.005,0
OB05014,A3,0.02,0
OB13287,B3,0.1,0
OB13990,B3,0.1,0
OB10477,B2,0.06,0
OB09546,B1,0.035,0
OB03422,A2,0.01,0
OB10823,B2,0.06,0
OB12217,B2,0.06,0
OB10701,B2,0.06,0
OB02406,A2,0.01,0
OB09637,B1,0.035,0
OB04230,A3,0.02,0
OB10365,B1,0.035,0
OB02957,A2,0.01,0
OB12949,B2,0.06,0
OB11504,B2,0.06,0
OB15526,C2,0.25,0
OB12404,B2,0.06,0
OB00238,A1,0.005,0
OB04050,A2,0.01,0
OB15412,C2,0.25,0
OB11977,B2,0.06,0
OB09414,B1,0.035,0
OB04651,A3,0.02,0
OB15664,C2,0.25,0
OB11969,B2,0.06,0
OB12783,B2,0.06,0
OB13070,B3,0.1,0
OB08394,B1,0.035,0
OB01102,A1,0.005,0
OB05212,A3,0.02,0
OB10244,B1,0.035,0
OB03528,A2,0.01,0
OB10258,B1,0.035,0
OB02058,A2,0.01,0
OB03651,A2,0.01,0
OB00746,A1,0.005,0
OB15667,C2,0.25,1
OB12101,B2,0.06,0
OB15873,C2,0.25,1
OB13349,B3,0.1,0
OB02797,A2,0.01,0
OB11331,B2,0.06,0
OB03459,A2,0.01,0
OB00142,A1,0.005,0
OB06970,A3,0.02,0
OB06687,A3,0.02,0
OB08978,B1,0.035,0
OB02147,A2,0.01,0
OB00348,A1,0.005,0
OB15081,C1,0.16,1
OB14027,B3,0.1,0
OB00710,A1,0.005,0
OB14688,C1,0.16,0
OB10369,B1,0.035,0
OB06814,A3,0.02,0
OB07996,B1,0.035,0
OB10824,B2,0.06,0
OB02128,A2,0.01,0
OB02326,A2,0.01,0
OB02711,A2,0.01,0
OB14432,B3,0.1,1
OB05736,A3,0.02,0
OB06477,A3,0.02,0
OB06134,A3,0.02,0
OB08824,B1,0.035,0
OB01667,A1,0.005,0
OB09473,B1,0.035,0
OB03448,A2,0.01,0
OB10914,B2,0.06,0
OB15852,C2,0.25,0
OB12693,B2,0.06,0
OB03288,A2,0.01,0
OB05614,A3,0.02,0
OB09371,B1,0.035,0
OB13620,B3,0.1,1
OB15521,C2,0.25,0
OB11779,B2,0.06,0
OB11446,B2,0.06,0
OB10847,B2,0.06,0
OB12895,B2,0.06,0
OB03627,A2,0.01,0
OB08794,B1,0.035,0
OB06651,A3,0.02,0
OB11157,B2,0.06,0
OB06634,A3,0.02,0
OB00167,A1,0.005,0
OB02725,A2,0.01,0
OB00189,A1,0.005,0
OB03609,A2,0.01,0
OB14889,C1,0.16,0
OB06436,A3,0.02,0
OB09251,B1,0.035,0
OB14935,C1,0.16,1
OB14052,B3,0.1,0
OB00705,A1,0.005,0
OB00034,A1,0.005,0
OB01529,A1,0.005,0
OB06194,A3,0.02,0
OB08958,B1,0.035,0
OB03077,A2,0.01,0
OB12649,B2,0.06,0
OB14643,C1,0.16,0
OB10649,B2,0.06,0
OB06853,A3,0.02,0
OB01923,A2,0.01,0
OB02364,A2,0.01,0
OB04742,A3,0.02,0
OB04532,A3,0.02,0
OB13582,B3,0.1,0
OB00012,A1,0.005,0
OB07542,B1,0.035,0
OB01683,A1,0.005,0
OB04073,A2,0.01,0
OB07580,B1,0.035,0
OB14105,B3,0.1,1
OB00577,A1,0.005,0
OB15690,C2,0.25,0
OB13266,B3,0.1,0
OB01216,A1,0.005,0
OB14755,C1,0.16,1
OB05335,A3,0.02,0
OB04496,A3,0.02,0
OB00770,A1,0.005,0
OB07690,B1,0.035,0
OB14180,B3,0.1,0
OB01836,A2,0.01,0
OB07149,A3,0.02,0
OB05800,A3,0.02,0
OB04996,A3,0.02,0
OB03075,A2,0.01,0
OB13878,B3,0.1,0
OB07377,B1,0.035,0
OB13757,B3,0.1,0
OB13120,B3,0.1,1
OB03820,A2,0.01,0
OB03141,A2,0.01,0
OB12279,B2,0.06,0
OB11372,B2,0.06,0
OB12025,B2,0.06,0
OB05452,A3,0.02,0
OB11606,B2,0.06,0
OB05360,A3,0.02,0
OB02928,A2,0.01,0
OB02868,A2,0.01,0
OB04436,A3,0.02,0
OB12587,B2,0.06,0
OB04352,A3,0.02,0
OB01672,A1,0.005,0
OB13397,B3,0.1,0
OB05431,A3,0.02,0
OB04949,A3,0.02,0
OB04024,A2,0.01,0
OB01744,A1,0.005,0
OB11868,B2,0.06,0
OB10822,B2,0.06,0
OB12323,B2,0.06,0
OB06043,A3,0.02,0
OB01503,A1,0.005,0
OB14079,B3,0.1,0
OB13115,B3,0.1,0
OB05213,A3,0.02,0
OB13474,B3,0.1,0
OB07544,B1,0.035,0
OB05999,A3,0.02,0
OB14696,C1,0.16,0
OB03350,A2,0.01,0
OB10582,B2,0.06,1
OB15657,C2,0.25,1
OB03757,A2,0.01,0
OB06502,A3,0.02,0
OB14895,C1,0.16,0
OB07675,B1,0.035,0
OB10360,B1,0.035,0
OB12423,B2,0.06,0
OB09328,B1,0.035,0
OB00845,A1,0.005,0
OB00126,A1,0.005,0
OB13383,B3,0.1,1
OB03067,A2,0.01,0
OB06170,A3,0.02,0
OB05830,A3,0.02,1
OB11465,B2,0.06,0
OB08434,B1,0.035,0
OB09741,B1,0.035,0
OB10786,B2,0.06,0
OB01803,A2,0.01,0
OB11029,B2,0.06,0
OB15247,C1,0.16,0
OB03128,A2,0.01,0
OB05093,A3,0.02,0
OB12706,B2,0.06,0
OB02846,A2,0.01,0
OB13530,B3,0.1,0
OB03365,A2,0.01,0
OB14938,C1,0.16,0
OB02116,A2,0.01,0
OB08968,B1,0.035,0
OB01128,A1,0.005,0
OB04933,A3,0.02,0
OB08196,B1,0.035,0
OB12194,B2,0.06,0
OB15913,C3,0.38,0
OB08124,B1,0.035,0
OB03876,A2,0.01,0
OB03684,A2,0.01,0
OB09969,B1,0.035,0
OB11076,B2,0.06,0
OB13425,B3,0.1,0
OB06023,A3,0.02,0
OB00353,A1,0.005,0
OB08372,B1,0.035,0
OB13963,B3,0.1,0
OB09212,B1,0.035,1
OB02596,A2,0.01,0
OB02866,A2,0.01,0
OB02290,A2,0.01,0
OB05026,A3,0.02,0
OB07993,B1,0.035,0
